Customer ID (Numeric),Activation Date (YYYY-MM),Last Payment Date (YYYY-MM-DD),Cash Advance,Credit Limit,Cash Advance % of Limit
12775,2020-01,2020-06-04,0.0,4000.0,0.0
12776,2020-01,2020-06-01,5203.612362,6000.0,86.7268727
12777,2020-01,2020-04-28,0.0,1500.0,0.0
12778,2020-01,2020-04-29,0.0,7000.0,0.0
12779,2020-01,2020-08-16,0.0,1500.0,0.0
12780,2020-01,2020-10-12,0.0,5500.0,0.0
12781,2020-01,2020-08-11,0.0,7500.0,0.0
12782,2020-01,2020-07-22,0.0,1200.0,0.0
12783,2020-01,2020-05-27,965.180677,6500.0,14.848933492307692
12784,2020-01,2020-09-12,0.0,2800.0,0.0
12786,2020-01,2020-11-05,1563.518213,3000.0,52.11727376666667
12787,2020-01,2020-05-03,109.211535,8000.0,1.3651441874999999
12788,2020-01,2020-10-25,1668.403386,3000.0,55.61344619999999
12789,2020-01,2020-08-13,0.0,2500.0,0.0
12790,2020-01,2020-06-15,0.0,5000.0,0.0
12791,2020-01,2020-11-04,58.981572,6000.0,0.9830262
12792,2020-01,2020-10-21,0.0,6500.0,0.0
12793,2020-01,2020-05-21,1055.502083,6000.0,17.591701383333337
12794,2020-01,2020-05-17,2052.878473,2500.0,82.11513892
12795,2020-01,2020-09-10,0.0,7500.0,0.0
12796,2020-01,2020-08-12,0.0,8000.0,0.0
12797,2020-01,2020-10-06,0.0,2700.0,0.0
12798,2020-01,2020-11-06,866.594079,1200.0,72.21617325
12799,2020-01,2020-05-02,0.0,7000.0,0.0
12800,2020-01,2020-10-04,1561.133958,1500.0,104.07559719999999
12801,2020-01,2020-09-11,418.127352,6500.0,6.4327284923076915
12802,2020-01,2020-07-01,0.0,3500.0,0.0
12803,2020-01,2020-09-08,0.0,4500.0,0.0
12804,2020-01,2020-04-26,4510.237702,10000.0,45.102377020000006
12805,2020-01,2020-07-15,2918.216386,6500.0,44.89563670769231
12806,2020-01,2020-09-23,0.0,6000.0,0.0
12807,2020-01,2020-10-24,1898.318709,7100.0,26.73688322535211
12808,2020-01,2020-06-02,2025.02275,3000.0,67.50075833333334
12809,2020-01,2020-08-17,0.0,2000.0,0.0
12810,2020-01,2020-10-30,19.395458,1800.0,1.0775254444444444
12811,2020-01,2020-07-12,0.0,2000.0,0.0
12812,2020-01,2020-10-21,0.0,1500.0,0.0
12813,2020-01,2020-07-24,0.0,1500.0,0.0
12814,2020-01,2020-08-28,57.645727,1200.0,4.803810583333334
12815,2020-01,2020-05-20,0.0,15000.0,0.0
12816,2020-01,2020-10-24,385.950518,10000.0,3.85950518
12818,2020-01,2020-09-16,1795.200197,1950.0,92.06154856410255
12819,2020-01,2020-05-05,0.0,5500.0,0.0
12820,2020-01,2020-06-27,2121.504999,7500.0,28.286733320000003
12821,2020-01,2020-11-06,4516.162598,10000.0,45.16162598
12822,2020-01,2020-08-07,0.0,3000.0,0.0
12823,2020-01,2020-10-29,1304.049707,1800.0,72.44720594444443
12824,2020-01,2020-09-07,780.459161,7500.0,10.406122146666666
12825,2020-01,2020-10-18,4776.10477,8000.0,59.701309625
12826,2020-01,2020-08-03,0.0,8000.0,0.0
12827,2020-01,2020-09-05,92.971171,4000.0,2.324279275
12828,2020-01,2020-05-05,0.0,1000.0,0.0
12829,2020-01,2020-06-03,0.0,2500.0,0.0
12830,2020-01,2020-09-27,0.0,6000.0,0.0
12831,2020-01,2020-06-25,0.0,10000.0,0.0
12832,2020-01,2020-06-21,1027.967584,5000.0,20.55935168
12833,2020-01,2020-06-30,367.672276,1500.0,24.511485066666665
12834,2020-01,2020-06-04,2578.596448,7500.0,34.381285973333334
12835,2020-01,2020-10-22,2037.648071,12500.0,16.301184568
12836,2020-01,2020-07-02,0.0,10500.0,0.0
12837,2020-01,2020-04-28,0.0,4500.0,0.0
12838,2020-01,2020-06-02,0.0,10000.0,0.0
12839,2020-01,2020-07-06,0.0,8500.0,0.0
12840,2020-01,2020-09-09,1384.954139,9500.0,14.57846462105263
12841,2020-01,2020-09-12,1825.201472,2000.0,91.2600736
12842,2020-01,2020-09-12,1563.646228,1500.0,104.24308186666667
12843,2020-01,2020-05-01,0.0,2500.0,0.0
12844,2020-01,2020-07-22,0.0,4000.0,0.0
12845,2020-01,2020-06-21,2496.787814,12000.0,20.806565116666665
12846,2020-01,2020-07-09,0.0,1000.0,0.0
12847,2020-01,2020-10-28,0.0,4000.0,0.0
12848,2020-01,2020-08-28,1478.624512,1500.0,98.57496746666668
12849,2020-01,2020-08-14,1362.13765,1700.0,80.12574411764706
12850,2020-01,2020-05-17,0.0,3000.0,0.0
12851,2020-01,2020-10-13,0.0,2500.0,0.0
12852,2020-01,2020-06-21,0.0,1600.0,0.0
12853,2020-01,2020-07-25,0.0,2000.0,0.0
12854,2020-01,2020-05-18,0.0,1500.0,0.0
12855,2020-01,2020-10-04,0.0,5000.0,0.0
12857,2020-01,2020-07-09,0.0,5000.0,0.0
12858,2020-01,2020-09-12,2373.651556,7000.0,33.90930794285714
12859,2020-01,2020-08-31,2527.237714,6500.0,38.88058021538461
12860,2020-01,2020-10-11,5171.710442,14000.0,36.94078887142857
12861,2020-01,2020-08-26,0.0,8000.0,0.0
12862,2020-01,2020-08-03,487.263992,3000.0,16.242133066666668
12863,2020-01,2020-07-15,0.0,11500.0,0.0
12864,2020-01,2020-05-24,0.0,1200.0,0.0
12865,2020-01,2020-09-20,432.820851,1800.0,24.045602833333334
12866,2020-01,2020-05-10,0.0,4000.0,0.0
12867,2020-01,2020-05-12,0.0,2000.0,0.0
12868,2020-01,2020-09-25,0.0,2750.0,0.0
12869,2020-01,2020-10-25,0.0,1500.0,0.0
12871,2020-01,2020-06-29,0.0,1500.0,0.0
12872,2020-01,2020-04-28,0.0,5000.0,0.0
12873,2020-01,2020-06-03,538.044813,6500.0,8.277612507692307
12874,2020-01,2020-08-28,0.0,5500.0,0.0
12875,2020-01,2020-09-20,229.417213,3000.0,7.647240433333334
12876,2020-01,2020-05-31,0.0,1500.0,0.0
12877,2020-01,2020-08-31,5930.115233,6500.0,91.23254204615385
12878,2020-01,2020-11-06,151.730077,1200.0,12.644173083333332
12879,2020-01,2020-05-17,187.666429,7000.0,2.6809489857142856
12880,2020-01,2020-05-18,0.0,9000.0,0.0
12881,2020-01,2020-05-02,884.570862,3600.0,24.571412833333333
12883,2020-01,2020-10-02,0.0,7000.0,0.0
12884,2020-01,2020-05-06,0.0,1800.0,0.0
12885,2020-01,2020-07-23,0.0,4500.0,0.0
12886,2020-01,2020-10-26,0.0,1000.0,0.0
12887,2020-01,2020-08-13,344.286557,6500.0,5.296716261538462
12888,2020-01,2020-09-05,0.0,5500.0,0.0
12889,2020-01,2020-08-23,713.751955,4500.0,15.861154555555554
12890,2020-01,2020-07-10,814.088229,4000.0,20.352205725
12891,2020-01,2020-10-05,0.0,3000.0,0.0
12892,2020-01,2020-09-09,1156.608975,8500.0,13.607164411764709
12893,2020-01,2020-04-27,1543.726862,9500.0,16.249756442105262
12894,2020-01,2020-07-24,106.224702,1700.0,6.248511882352941
12895,2020-01,2020-09-23,144.154129,2000.0,7.207706450000001
12896,2020-01,2020-05-06,0.0,6000.0,0.0
12897,2020-01,2020-09-12,9553.955906,10000.0,95.53955905999999
12898,2020-01,2020-10-01,0.0,10500.0,0.0
12899,2020-01,2020-05-04,0.0,3000.0,0.0
12900,2020-01,2020-10-05,3359.844146,3500.0,95.99554702857142
12901,2020-01,2020-05-04,0.0,1000.0,0.0
12902,2020-01,2020-05-10,1176.120124,6000.0,19.602002066666667
12903,2020-01,2020-06-26,0.0,2000.0,0.0
12904,2020-01,2020-10-24,0.0,6500.0,0.0
12905,2020-01,2020-09-14,0.0,12000.0,0.0
12906,2020-01,2020-07-20,1188.127404,4000.0,29.703185100000002
12907,2020-01,2020-06-27,1527.089071,2000.0,76.35445355
12908,2020-01,2020-06-06,197.620055,7000.0,2.823143642857143
12909,2020-01,2020-06-03,247.04197,9000.0,2.7449107777777777
12910,2020-01,2020-11-08,1767.100074,12000.0,14.72583395
12911,2020-01,2020-05-05,1259.571764,1200.0,104.96431366666667
12912,2020-01,2020-07-18,1353.803704,3000.0,45.12679013333333
12913,2020-01,2020-05-09,2039.735576,4000.0,50.9933894
12914,2020-01,2020-05-02,1402.722044,6500.0,21.58033913846154
12915,2020-01,2020-06-25,0.0,2000.0,0.0
12916,2020-01,2020-08-08,0.0,15000.0,0.0
12917,2020-01,2020-07-04,0.0,2000.0,0.0
12918,2020-01,2020-09-15,3688.086261,2000.0,184.40431305
12919,2020-01,2020-09-14,0.0,7500.0,0.0
12920,2020-01,2020-10-13,889.412824,1350.0,65.88243140740741
12921,2020-01,2020-05-03,4383.296268,17500.0,25.047407245714286
12922,2020-01,2020-08-30,6964.780053,9000.0,77.38644503333335
12923,2020-01,2020-05-23,836.768709,1200.0,69.73072575
12924,2020-01,2020-07-23,0.0,8500.0,0.0
12925,2020-01,2020-09-18,0.0,7500.0,0.0
12926,2020-01,2020-06-18,0.0,3500.0,0.0
12927,2020-01,2020-09-29,73.99384,1500.0,4.932922666666667
12928,2020-01,2020-09-15,6448.247202,7000.0,92.11781717142856
12929,2020-01,2020-06-25,0.0,3500.0,0.0
12930,2020-01,2020-06-10,0.0,2000.0,0.0
12931,2020-01,2020-08-28,0.0,10000.0,0.0
12932,2020-01,2020-10-03,0.0,3000.0,0.0
12933,2020-01,2020-08-12,1961.77281,2000.0,98.0886405
12934,2020-01,2020-07-02,587.441992,5000.0,11.74883984
12935,2020-01,2020-05-17,0.0,3000.0,0.0
12936,2020-01,2020-04-26,0.0,4300.0,0.0
12937,2020-01,2020-06-14,0.0,1000.0,0.0
12938,2020-01,2020-09-29,0.0,7500.0,0.0
12939,2020-01,2020-10-21,454.311051,1500.0,30.287403400000002
12941,2020-01,2020-07-10,145.93864,2500.0,5.8375456
12943,2020-01,2020-05-29,1751.419465,6000.0,29.190324416666662
12944,2020-01,2020-08-03,688.362421,4300.0,16.00842839534884
12945,2020-01,2020-05-26,47.241537,1200.0,3.93679475
12946,2020-01,2020-10-29,7870.352952,7500.0,104.93803936000002
12947,2020-01,2020-04-30,0.0,10000.0,0.0
12948,2020-01,2020-07-18,0.0,2000.0,0.0
12949,2020-01,2020-10-24,2529.709392,5000.0,50.594187840000004
12950,2020-01,2020-08-19,189.780271,2050.0,9.25757419512195
12951,2020-01,2020-07-14,3801.1506,9000.0,42.23500666666666
12952,2020-01,2020-08-12,0.0,6500.0,0.0
12953,2020-01,2020-06-27,3202.933702,4600.0,69.62899352173912
12954,2020-01,2020-10-27,2722.524205,7000.0,38.89320292857143
12955,2020-01,2020-07-27,0.0,7500.0,0.0
12956,2020-01,2020-07-07,177.186666,1000.0,17.7186666
12957,2020-01,2020-07-14,0.0,1700.0,0.0
12958,2020-01,2020-06-04,727.568806,1200.0,60.63073383333333
12959,2020-01,2020-06-25,1032.462268,1200.0,86.03852233333333
12960,2020-01,2020-06-07,0.0,5500.0,0.0
12961,2020-01,2020-06-29,0.0,7500.0,0.0
12962,2020-01,2020-04-26,0.0,18000.0,0.0
12964,2020-01,2020-04-29,19.551802,2500.0,0.7820720800000001
12965,2020-01,2020-06-28,0.0,7000.0,0.0
12966,2020-01,2020-10-20,0.0,4000.0,0.0
12967,2020-01,2020-08-25,45.175571,5000.0,0.90351142
12968,2020-01,2020-07-27,2272.984507,2500.0,90.91938028000001
12969,2020-01,2020-09-15,0.0,4500.0,0.0
12970,2020-01,2020-08-07,4345.320169,7000.0,62.07600241428571
12971,2020-01,2020-06-21,2539.708186,6400.0,39.68294040625
12972,2020-01,2020-08-19,4020.9308,8000.0,50.261635000000005
12973,2020-01,2020-05-23,2592.516363,2500.0,103.70065452000001
12974,2020-01,2020-10-17,0.0,3000.0,0.0
12975,2020-01,2020-04-25,93.018864,1200.0,7.7515719999999995
12976,2020-01,2020-07-10,0.0,6000.0,0.0
12977,2020-01,2020-06-02,0.0,4250.0,0.0
12978,2020-01,2020-07-18,9003.084705,10000.0,90.03084704999999
12979,2020-01,2020-04-23,0.0,6000.0,0.0
12980,2020-01,2020-10-04,102.319161,1500.0,6.821277399999999
12981,2020-01,2020-10-06,913.382295,10000.0,9.13382295
12982,2020-01,2020-10-13,157.301178,3000.0,5.2433726
12983,2020-01,2020-06-18,0.0,7000.0,0.0
12984,2020-01,2020-10-07,0.0,1800.0,0.0
12985,2020-01,2020-10-15,0.0,1200.0,0.0
12986,2020-01,2020-05-17,0.0,1500.0,0.0
12987,2020-01,2020-11-08,0.0,6000.0,0.0
12988,2020-01,2020-08-16,2768.037239,8500.0,32.5651439882353
12989,2020-01,2020-06-18,39.054692,1700.0,2.297334823529412
12990,2020-01,2020-06-27,0.0,1000.0,0.0
12991,2020-01,2020-06-04,0.0,8500.0,0.0
12992,2020-01,2020-06-27,189.801109,2500.0,7.59204436
12993,2020-01,2020-08-26,0.0,1200.0,0.0
12994,2020-01,2020-08-23,0.0,3000.0,0.0
12995,2020-01,2020-08-16,1076.492197,6000.0,17.941536616666667
12996,2020-01,2020-10-27,0.0,9000.0,0.0
12997,2020-01,2020-08-02,0.0,7500.0,0.0
12998,2020-01,2020-05-01,0.0,1000.0,0.0
12999,2020-01,2020-10-06,5625.798427,9000.0,62.50887141111111
13000,2020-01,2020-06-02,0.0,5000.0,0.0
13001,2020-01,2020-09-30,0.0,1500.0,0.0
13002,2020-01,2020-07-29,4104.024116,5000.0,82.08048231999999
13004,2020-01,2020-07-28,0.0,5000.0,0.0
13005,2020-01,2020-07-02,0.0,1800.0,0.0
13006,2020-01,2020-06-30,0.0,1200.0,0.0
13007,2020-01,2020-09-30,3511.369006,3000.0,117.04563353333333
13008,2020-01,2020-08-19,4904.289845,8500.0,57.697527588235296
13009,2020-01,2020-07-16,0.0,1200.0,0.0
13011,2020-01,2020-10-29,0.0,1200.0,0.0
13012,2020-01,2020-06-25,2120.653422,6000.0,35.3442237
13013,2020-01,2020-04-25,119.336811,3000.0,3.9778937
13014,2020-01,2020-10-24,1204.068667,3000.0,40.135622233333336
13015,2020-01,2020-08-16,496.939698,1200.0,41.4116415
13016,2020-01,2020-10-04,0.0,8500.0,0.0
13017,2020-01,2020-06-10,0.0,6000.0,0.0
13018,2020-01,2020-05-23,0.0,6000.0,0.0
13019,2020-01,2020-06-27,101.183886,1500.0,6.7455924
13020,2020-01,2020-04-30,1422.284696,1500.0,94.81897973333334
13021,2020-01,2020-06-04,1655.456304,3000.0,55.181876800000005
13022,2020-01,2020-08-19,2289.78885,1800.0,127.21049166666667
13023,2020-01,2020-05-13,5489.844176,14600.0,37.60167243835616
13024,2020-01,2020-11-07,245.067148,5000.0,4.90134296
13025,2020-01,2020-06-02,1422.490362,1800.0,79.02724233333333
13026,2020-01,2020-06-24,0.0,1500.0,0.0
13027,2020-01,2020-10-30,5187.029833,5500.0,94.30963332727272
13028,2020-01,2020-05-09,137.757459,1200.0,11.47978825
13029,2020-01,2020-05-17,124.941315,1800.0,6.941184166666667
13031,2020-01,2020-05-21,0.0,10000.0,0.0
13032,2020-01,2020-06-27,272.559361,5500.0,4.955624745454546
13033,2020-01,2020-05-11,758.123122,7500.0,10.108308293333334
13034,2020-01,2020-05-08,3225.842654,9500.0,33.956238463157895
13035,2020-01,2020-07-04,0.0,4500.0,0.0
13036,2020-01,2020-10-08,913.94708,4000.0,22.848677000000002
13037,2020-01,2020-10-06,0.0,3000.0,0.0
13038,2020-01,2020-10-12,0.0,11500.0,0.0
13039,2020-01,2020-08-25,0.0,10000.0,0.0
13040,2020-01,2020-09-08,271.900257,1950.0,13.943602923076922
13041,2020-01,2020-10-09,2070.856333,6500.0,31.859328200000004
13042,2020-01,2020-10-09,99.516488,2000.0,4.9758244
13043,2020-01,2020-10-15,1466.123982,4000.0,36.65309955
13044,2020-01,2020-05-03,0.0,8600.0,0.0
13045,2020-01,2020-08-19,0.0,1000.0,0.0
13046,2020-01,2020-10-12,0.0,4000.0,0.0
13047,2020-01,2020-08-29,1547.268611,8000.0,19.3408576375
13048,2020-01,2020-10-24,1329.288028,7500.0,17.72384037333333
13049,2020-01,2020-05-26,655.669266,4500.0,14.570428133333332
13050,2020-01,2020-08-27,603.491005,1200.0,50.29091708333333
13051,2020-01,2020-09-19,3682.382663,12000.0,30.686522191666665
13052,2020-01,2020-10-09,3298.084294,4000.0,82.45210735
13053,2020-01,2020-08-07,3706.755143,12000.0,30.889626191666665
13054,2020-01,2020-06-04,0.0,6000.0,0.0
13056,2020-01,2020-06-05,342.027342,1200.0,28.5022785
13057,2020-01,2020-09-26,0.0,3800.0,0.0
13058,2020-01,2020-07-05,0.0,14500.0,0.0
13059,2020-01,2020-05-01,0.0,2500.0,0.0
13060,2020-01,2020-08-17,0.0,7000.0,0.0
13061,2020-01,2020-07-25,2747.982493,8500.0,32.3292058
13062,2020-01,2020-11-07,0.0,2500.0,0.0
13063,2020-01,2020-07-30,0.0,5000.0,0.0
13064,2020-01,2020-10-19,3801.850865,13000.0,29.24500665384615
13065,2020-01,2020-07-26,143.228646,1500.0,9.5485764
13066,2020-01,2020-05-28,0.0,6000.0,0.0
13067,2020-01,2020-08-05,5409.095889,6000.0,90.15159815
13068,2020-01,2020-09-18,748.241727,3000.0,24.9413909
13069,2020-01,2020-08-03,0.0,7500.0,0.0
13070,2020-01,2020-05-30,0.0,11500.0,0.0
13071,2020-01,2020-05-04,1208.994937,1500.0,80.59966246666667
13072,2020-01,2020-09-13,0.0,5000.0,0.0
13073,2020-01,2020-04-30,0.0,4500.0,0.0
13074,2020-01,2020-05-14,0.0,6000.0,0.0
13076,2020-01,2020-05-06,78.600122,2500.0,3.1440048800000002
13077,2020-01,2020-05-08,0.0,6000.0,0.0
13078,2020-01,2020-05-04,2179.449214,3000.0,72.64830713333335
13079,2020-01,2020-08-15,0.0,4000.0,0.0
13080,2020-01,2020-07-17,470.846474,500.0,94.1692948
13081,2020-01,2020-10-04,2719.782919,3000.0,90.65943063333334
13082,2020-01,2020-05-25,0.0,4000.0,0.0
13083,2020-01,2020-05-28,440.692946,4000.0,11.017323650000002
13084,2020-01,2020-06-22,2999.769235,6000.0,49.99615391666667
13085,2020-01,2020-10-05,0.0,2300.0,0.0
13086,2020-01,2020-06-15,0.0,6000.0,0.0
13087,2020-01,2020-10-18,0.0,3600.0,0.0
13088,2020-01,2020-05-15,0.0,2100.0,0.0
13090,2020-01,2020-07-26,3882.683613,9000.0,43.140929033333336
13091,2020-01,2020-10-13,1209.369868,11000.0,10.994271527272726
13092,2020-01,2020-07-23,460.484164,1800.0,25.582453555555556
13093,2020-01,2020-08-09,0.0,1000.0,0.0
13094,2020-01,2020-06-17,0.0,10500.0,0.0
13095,2020-01,2020-10-31,0.0,6000.0,0.0
13096,2020-01,2020-09-05,0.0,4000.0,0.0
13097,2020-01,2020-10-05,508.157584,3800.0,13.372568
13098,2020-01,2020-08-30,476.74727,3500.0,13.621350571428573
13099,2020-01,2020-08-17,0.0,2000.0,0.0
13100,2020-01,2020-06-03,0.0,7500.0,0.0
13101,2020-01,2020-06-17,174.369769,1500.0,11.624651266666666
13102,2020-01,2020-05-27,0.0,7500.0,0.0
13103,2020-01,2020-08-15,2350.427153,1500.0,156.69514353333335
13104,2020-01,2020-10-08,0.0,1000.0,0.0
13105,2020-01,2020-10-18,0.0,2800.0,0.0
13106,2020-01,2020-11-04,0.0,3500.0,0.0
13107,2020-01,2020-09-19,73.693002,3511.111111,2.0988513228512296
13108,2020-01,2020-05-30,206.61878,1500.0,13.774585333333334
13109,2020-01,2020-06-11,0.0,7000.0,0.0
13110,2020-01,2020-10-04,0.0,1200.0,0.0
13111,2020-01,2020-06-03,0.0,5000.0,0.0
13112,2020-01,2020-09-30,988.51815,3000.0,32.950604999999996
13113,2020-01,2020-09-10,0.0,8000.0,0.0
13114,2020-01,2020-09-13,0.0,1000.0,0.0
13115,2020-01,2020-05-25,468.601675,7000.0,6.694309642857142
13116,2020-01,2020-10-24,5427.830151,5500.0,98.68782092727272
13117,2020-01,2020-10-23,0.0,1500.0,0.0
13118,2020-01,2020-08-09,0.0,1200.0,0.0
13119,2020-01,2020-07-28,0.0,2300.0,0.0
13120,2020-01,2020-05-29,0.0,9000.0,0.0
13121,2020-01,2020-08-16,3637.857309,14500.0,25.088671096551725
13122,2020-01,2020-07-18,777.912775,1500.0,51.86085166666666
13123,2020-01,2020-04-25,1133.582799,1200.0,94.46523325
13124,2020-01,2020-08-11,340.821615,8500.0,4.009666058823529
13125,2020-01,2020-10-20,3926.684678,7000.0,56.095495400000004
13126,2020-01,2020-05-07,292.385578,1400.0,20.884684142857143
13127,2020-01,2020-07-03,1932.460679,5600.0,34.508226410714286
13128,2020-01,2020-09-18,4930.998256,9000.0,54.7888695111111
13129,2020-01,2020-09-29,720.251306,6500.0,11.080789323076923
13130,2020-01,2020-05-13,0.0,2000.0,0.0
13131,2020-01,2020-04-27,279.13821,7000.0,3.9876887142857145
13132,2020-01,2020-06-15,279.693602,1600.0,17.480850125
13133,2020-01,2020-09-11,0.0,1750.0,0.0
13134,2020-01,2020-08-26,5124.126997,7000.0,73.20181424285714
13135,2020-01,2020-08-29,1434.135353,3000.0,47.804511766666664
13136,2020-01,2020-09-13,0.0,7500.0,0.0
13137,2020-01,2020-05-04,394.626936,1500.0,26.3084624
13138,2020-01,2020-10-14,148.542419,2000.0,7.427120950000001
13139,2020-01,2020-08-14,0.0,1500.0,0.0
13140,2020-01,2020-06-05,2509.019799,3500.0,71.68627997142858
13141,2020-01,2020-05-13,0.0,2500.0,0.0
13142,2020-01,2020-09-09,0.0,1500.0,0.0
13143,2020-01,2020-05-31,0.0,1000.0,0.0
13144,2020-01,2020-10-12,0.0,7500.0,0.0
13145,2020-01,2020-09-16,0.0,10000.0,0.0
13146,2020-01,2020-09-04,0.0,8000.0,0.0
13147,2020-01,2020-07-23,232.881575,6000.0,3.8813595833333334
13148,2020-01,2020-08-02,0.0,7000.0,0.0
13149,2020-01,2020-07-11,1498.390707,1950.0,76.84054907692308
13150,2020-01,2020-08-15,0.0,4000.0,0.0
13151,2020-01,2020-06-09,1404.503073,8000.0,17.556288412500002
13152,2020-01,2020-05-11,2206.510074,8000.0,27.581375924999996
13153,2020-01,2020-04-27,0.0,1500.0,0.0
13154,2020-01,2020-08-07,1358.395174,3000.0,45.27983913333333
13155,2020-01,2020-08-31,0.0,1600.0,0.0
13156,2020-01,2020-06-08,1335.247069,6000.0,22.254117816666668
13157,2020-01,2020-04-24,2683.566903,3000.0,89.4522301
13158,2020-01,2020-08-23,0.0,6000.0,0.0
13159,2020-01,2020-10-11,0.0,2700.0,0.0
13160,2020-01,2020-07-13,18.123413,1500.0,1.2082275333333332
13161,2020-01,2020-08-14,0.0,4000.0,0.0
13162,2020-01,2020-05-06,0.0,8000.0,0.0
13163,2020-01,2020-08-08,185.02165,2500.0,7.400866000000001
13164,2020-01,2020-07-27,0.0,1800.0,0.0
13165,2020-01,2020-06-25,1435.898249,1500.0,95.72654993333333
13166,2020-01,2020-07-12,1425.748356,1500.0,95.04989040000001
13167,2020-01,2020-04-26,462.861443,1500.0,30.857429533333335
13168,2020-01,2020-05-02,0.0,7500.0,0.0
13169,2020-01,2020-09-06,2600.803827,3000.0,86.6934609
13170,2020-01,2020-08-01,0.0,11500.0,0.0
13171,2020-01,2020-08-25,1811.549006,3000.0,60.384966866666666
13172,2020-01,2020-09-21,7130.160309,5000.0,142.60320618
13173,2020-01,2020-07-01,252.318137,1500.0,16.821209133333333
13174,2020-01,2020-05-07,0.0,4000.0,0.0
13175,2020-01,2020-08-22,0.0,5000.0,0.0
